"Rawson et al., Compositional variability in mafic arc magmas over short spatial and temporal scales: evidence for the signature of mantle reactive melt channels ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supplementary whole rock analyses new and published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Raw Whole Rock Major data (wt.%),,,,,,,,,,,,,,Normalised Whole Rock Major data (wt%),,,,,,,,,,,Whole Rock Trace data (ug/g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villarrica,VR5-3a,Villarrica Lican,,39.42,,Lohmar et al 2012,54.50,1.23,17.24,10.38,0.18,3.26,6.90,3.86,0.70,0.22,38.33,,98.47,,55.35,1.25,17.51,10.54,0.18,3.31,7.01,3.92,0.71,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villarrica,VR5-2,Villarrica Lican,,39.42,,Lohmar et al 2012,54.30,1.23,17.25,10.20,0.18,3.23,6.72,3.74,0.71,0.22,38.52,,97.78,,55.53,1.26,17.64,10.43,0.18,3.30,6.87,3.82,0.73,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villarrica,VR5-1,Villarrica Lican,,39.42,,Lohmar et al 2012,55.50,1.21,16.85,10.20,0.17,3.25,6.62,3.89,0.82,0.22,38.67,,98.73,,56.21,1.23,17.07,10.33,0.17,3.29,6.71,3.94,0.83,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villarrica,VR-4,Villarrica Lican,,39.42,,Lohmar et al 2012,54.70,1.24,16.90,10.40,0.18,3.28,6.58,3.75,0.77,0.23,38.42,,98.03,,55.80,1.26,17.24,10.61,0.18,3.35,6.71,3.83,0.79,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villarrica,VR54-1,Villarrica Lican,,39.42,,Lohmar et al 2012,57.30,1.16,16.16,9.86,0.17,3.12,6.77,4.00,0.92,0.24,38.50,,99.70,,57.47,1.16,16.21,9.89,0.17,3.13,6.79,4.01,0.92,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villarrica,VR54-2,Villarrica Lican,,39.42,,Lohmar et al 2012,56.60,1.18,16.30,9.95,0.18,3.14,6.74,3.95,0.87,0.23,38.44,,99.14,,57.09,1.19,16.44,10.04,0.18,3.17,6.80,3.98,0.88,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villarrica,VR33-9-1,Villarrica Lican,,39.42,,Lohmar et al 2012,56.00,1.19,16.90,10.00,0.17,3.21,7.20,3.81,0.75,0.20,38.84,,99.43,,56.32,1.20,17.00,10.06,0.17,3.23,7.24,3.83,0.75,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villarrica,VR33-9-2,Villarrica Lican,,39.42,,Lohmar et al 2012,56.40,1.18,16.55,10.00,0.17,3.17,6.97,4.00,0.84,0.22,38.55,,99.50,,56.68,1.19,16.63,10.05,0.17,3.19,7.01,4.02,0.84,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villarrica,VR31A,Villarrica Lican,,39.42,,Lohmar et al 2012,57.00,1.18,16.45,9.80,0.17,3.27,7.05,3.97,0.87,0.23,39.77,,99.99,,57.01,1.18,16.45,9.80,0.17,3.27,7.05,3.97,0.87,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villarrica,VR31D,Villarrica Lican,,39.42,,Lohmar et al 2012,57.00,1.18,16.28,9.80,0.17,3.19,7.02,3.82,0.86,0.22,39.17,,99.54,,57.26,1.19,16.36,9.85,0.17,3.20,7.05,3.84,0.86,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villarrica,VR6A,Villarrica Lican,,39.42,,Lohmar et al 2012,57.50,1.15,16.00,9.85,0.17,3.18,6.70,4.03,0.91,0.22,38.98,,99.71,,57.67,1.15,16.05,9.88,0.17,3.19,6.72,4.04,0.91,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villarrica,VR9,Villarrica Lican,,39.42,,Lohmar et al 2012,57.80,1.17,16.15,9.95,0.17,3.16,6.80,4.04,0.91,0.22,38.59,,100.37,,57.59,1.17,16.09,9.91,0.17,3.15,6.77,4.03,0.91,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villarrica,VR16F,Villarrica Lican,,39.42,,Lohmar et al 2012,56.90,1.16,16.25,9.90,0.17,3.20,6.80,3.80,0.85,0.22,39.01,,99.25,,57.33,1.17,16.37,9.97,0.17,3.22,6.85,3.83,0.86,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villarrica,VR68B,Villarrica Lican,,39.42,,Lohmar et al 2012,56.80,1.18,16.30,10.00,0.17,3.23,7.30,3.98,0.88,0.22,38.99,,100.06,,56.77,1.18,16.29,9.99,0.17,3.23,7.30,3.98,0.88,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villarrica,VR55b,Villarrica Lican,,39.42,,Lohmar et al 2012,56.50,1.18,16.45,10.00,0.17,3.20,6.80,3.90,0.88,0.23,38.77,,99.31,,56.89,1.19,16.56,10.07,0.17,3.22,6.85,3.93,0.89,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villarrica,VR200-1,Villarrica Lican,,39.42,,Lohmar et al 2012,56.20,1.20,16.50,10.14,0.19,3.22,6.86,3.93,0.85,0.23,38.59,,99.32,,56.58,1.21,16.61,10.21,0.19,3.24,6.91,3.96,0.86,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villarrica,VR62-1,Villarrica Lican,,39.42,,Lohmar et al 2012,55.80,1.47,15.90,11.05,0.18,3.35,6.80,4.05,0.90,0.28,37.49,,99.78,,55.92,1.47,15.94,11.07,0.18,3.36,6.81,4.06,0.90,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villarrica,VR1,Villarrica Lican,,39.42,,Lohmar et al 2012,53.00,1.20,16.55,10.25,0.16,5.68,8.88,3.32,0.71,0.22,52.30,,99.97,,53.02,1.20,16.55,10.25,0.16,5.68,8.88,3.32,0.71,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villarrica,120306/02A,,,39.42,,this study,52.39,1.00,19.11,9.32,0.15,4.74,9.53,3.02,0.56,0.18,50.18,1.17,100.33,,52.22,1.00,19.05,9.29,0.15,4.73,9.50,3.01,0.56,0.18,,19.6,74.0,1.62,0.61,7.5,,32.9,250,80,26,31,99,66,18.6,11.8,426,335,19.0,1.5,0.51,1.11,7.8,2.7,13.0,3.1,1.03,3.8,0.61,3.7,0.77,2.2,0.30,2.2,0.34,2.2,0.09
Villarrica,120306/02B,,,39.42,,this study,52.52,0.97,20.20,8.57,0.14,3.99,9.82,3.06,0.56,0.17,47.94,0.87,100.20,,52.41,0.96,20.16,8.56,0.14,3.98,9.80,3.06,0.56,0.17,,18.5,74.6,1.61,0.62,7.6,,28.8,244,59,24,29,103,69,20.2,13.0,448,341,17.4,1.4,0.49,1.34,7.2,2.5,11.4,3.1,1.03,3.1,0.56,3.5,0.71,2.2,0.29,2.0,0.31,2.3,0.09
Villarrica,120306/03A,,,39.42,,this study,54.88,1.23,18.20,10.25,0.17,3.63,7.51,3.23,0.70,0.19,41.22,2.10,100.25,,54.74,1.22,18.16,10.23,0.17,3.63,7.49,3.23,0.70,0.19,,22.4,98.4,2.04,0.60,9.8,,31.2,227,37,25,18,79,88,20.0,20.6,397,420,21.4,2.0,0.67,1.79,8.5,3.2,14.6,3.9,1.20,4.3,0.71,4.3,0.89,2.7,0.39,2.6,0.39,3.1,0.12
Villarrica,120306/03C,,,39.42,,this study,55.34,1.20,16.69,10.03,0.16,3.88,7.93,3.77,0.80,0.21,43.37,-0.02,100.44,,55.09,1.20,16.61,9.98,0.16,3.86,7.89,3.75,0.79,0.21,,23.3,98.2,2.24,0.98,9.9,,31.2,301,27,25,13,95,93,20.0,19.1,416,491,22.0,1.9,0.67,1.80,8.8,3.1,14.4,3.8,1.17,4.2,0.69,4.7,0.93,2.8,0.38,2.5,0.40,2.8,0.13
Villarrica,120307/01A,,,39.42,,this study,55.01,1.23,17.00,10.04,0.16,3.83,7.97,3.67,0.86,0.21,43.03,0.46,99.19,,55.46,1.24,17.14,10.12,0.17,3.86,8.03,3.70,0.87,0.22,,23.7,100.9,2.26,0.89,10.2,,30.4,287,26,25,19,135,90,20.4,21.4,416,464,23.7,2.2,0.73,1.90,9.4,3.3,15.2,4.1,1.23,4.5,0.71,4.6,0.94,2.8,0.41,2.7,0.41,3.0,0.14
Villarrica,120307/05B,,,39.42,,this study,54.09,1.24,17.58,10.56,0.17,4.03,7.99,3.41,0.70,0.23,43.01,0.67,98.71,,54.80,1.26,17.81,10.70,0.17,4.08,8.10,3.45,0.71,0.23,,23.4,97.7,2.08,0.78,9.8,,32.2,297,41,26,20,113,88,20.5,16.2,407,408,22.3,1.9,0.64,1.61,8.8,3.3,15.1,4.2,1.21,4.5,0.72,4.5,0.93,2.8,0.39,2.6,0.39,3.0,0.10
Villarrica,120307/05C,,,39.42,,this study,54.66,1.26,17.04,10.60,0.18,3.89,7.74,3.66,0.75,0.23,42.06,0.73,99.55,,54.91,1.27,17.11,10.64,0.18,3.91,7.77,3.68,0.76,0.23,,24.5,115.1,2.19,0.86,10.2,,31.9,299,20,26,15,119,90,20.5,17.5,400,406,23.2,2.0,0.69,1.72,9.2,3.2,15.4,4.0,1.18,4.4,0.75,4.7,0.94,2.8,0.40,2.9,0.44,3.3,0.12
Villarrica,120307/05D,,,39.42,,this study,54.83,1.29,17.12,10.73,0.18,3.72,7.58,3.56,0.77,0.23,40.69,0.81,99.13,,55.31,1.30,17.27,10.82,0.18,3.75,7.65,3.59,0.78,0.24,,24.0,101.7,2.24,0.90,10.2,,31.4,291,16,25,13,114,86,20.3,17.5,390,415,23.1,2.0,0.68,1.76,9.4,3.3,15.1,4.4,1.39,4.8,0.73,5.0,0.95,2.9,0.39,2.9,0.40,3.3,0.15
Villarrica,120307/05E,,,39.42,,this study,55.37,1.26,17.54,10.25,0.17,3.48,7.34,3.55,0.80,0.25,40.22,1.24,100.25,,55.23,1.26,17.50,10.22,0.17,3.48,7.32,3.54,0.79,0.25,,26.0,109.7,2.34,0.87,11.0,,31.0,264,20,23,18,105,91,20.9,18.0,396,446,24.4,2.2,0.74,1.84,10.0,3.6,16.9,4.3,1.28,4.9,0.77,4.8,1.05,3.1,0.43,2.9,0.40,3.5,0.15
Villarrica,120308/03F,,,39.42,,this study,52.76,1.17,18.71,10.28,0.15,5.07,7.91,3.08,0.65,0.20,49.40,3.07,100.30,,52.61,1.17,18.65,10.25,0.15,5.06,7.89,3.07,0.65,0.20,,21.5,95.0,2.20,0.74,10.2,,33.2,276,105,26,46,82,87,19.3,14.9,360,214,20.5,2.0,0.69,2.05,8.8,3.1,14.4,3.6,1.05,4.4,0.64,4.2,0.87,2.6,0.38,2.6,0.37,2.7,0.12
Villarrica,120308/06B,,,39.42,,this study,54.54,1.30,17.45,10.83,0.17,3.71,7.58,3.43,0.76,0.23,40.43,1.14,99.37,,54.88,1.30,17.56,10.90,0.17,3.74,7.62,3.45,0.76,0.24,,25.3,103.3,2.24,0.85,10.8,,32.3,306,32,25,13,120,89,20.7,17.8,398,234,23.9,2.0,0.70,1.75,9.8,3.4,16.1,4.2,1.28,4.6,0.77,4.8,0.96,3.0,0.43,2.8,0.42,3.0,0.16
Villarrica,120312/01A,,,39.42,,this study,54.70,1.26,16.88,10.59,0.17,3.88,7.83,3.68,0.78,0.23,42.03,0.62,99.69,,54.87,1.27,16.94,10.62,0.17,3.89,7.85,3.69,0.78,0.23,,24.0,102.2,2.21,0.90,10.3,,32.3,300,24,25,17,127,125,20.6,18.5,413,232,23.2,2.0,0.67,1.82,9.2,3.2,15.1,3.8,1.32,4.4,0.66,4.7,0.91,2.7,0.38,2.7,0.42,2.9,0.15
Villarrica,120313/04B,,,39.42,,this study,55.34,1.20,16.85,9.77,0.16,3.80,8.00,3.77,0.89,0.22,43.52,-0.15,99.85,,55.42,1.20,16.88,9.78,0.16,3.81,8.01,3.77,0.89,0.22,,24.2,105.0,2.32,0.98,9.6,,31.0,302,23,25,22,128,89,20.6,22.0,421,440,24.7,2.4,0.76,1.94,10.1,3.4,16.1,4.1,1.19,4.4,0.72,4.6,0.93,2.7,0.40,2.7,0.39,3.2,0.19
Villarrica,120313/04C,,,39.42,,this study,55.01,1.19,17.12,9.79,0.16,4.06,7.99,3.61,0.85,0.22,45.06,0.26,100.20,,54.90,1.19,17.08,9.77,0.16,4.05,7.98,3.60,0.85,0.22,,23.9,105.1,2.26,0.88,10.3,,30.0,286,59,25,25,89,85,20.0,20.3,415,431,22.5,2.1,0.71,1.89,9.3,3.2,15.2,4.1,1.43,4.3,0.70,4.3,0.92,2.7,0.36,2.6,0.39,3.1,0.16
Villarrica,120313/05B,,,39.42,,this study,54.74,1.23,17.10,9.89,0.16,3.79,8.24,3.75,0.88,0.23,43.10,-0.12,99.61,,54.96,1.24,17.17,9.93,0.16,3.80,8.27,3.76,0.88,0.23,,25.2,104.0,2.31,1.17,10.1,,30.0,305,22,25,20,136,187,20.1,20.9,426,422,23.7,2.1,0.76,1.95,9.6,3.5,15.7,4.3,1.26,4.5,0.74,4.6,0.97,2.9,0.42,2.6,0.41,3.1,0.17
Villarrica,120314/01B,,,39.42,,this study,53.42,1.34,18.52,11.12,0.16,3.69,7.45,3.36,0.68,0.25,39.65,1.81,99.55,,53.66,1.35,18.60,11.17,0.16,3.71,7.48,3.37,0.69,0.25,,25.3,110.0,2.34,0.78,11.0,,32.8,294,15,24,17,105,76,21.6,15.6,394,405,23.7,2.1,0.71,1.51,10.0,3.4,16.7,4.2,1.34,4.7,0.79,4.9,1.05,3.2,0.40,2.6,0.42,3.4,0.13
Villarrica,120314/02A,,,39.42,,this study,55.11,1.23,17.19,9.89,0.16,3.87,7.74,3.73,0.84,0.24,43.66,0.47,100.24,,54.98,1.23,17.14,9.87,0.16,3.87,7.72,3.72,0.84,0.24,,23.4,100.7,2.27,1.34,10.7,,30.4,282,30,24,20,86,91,20.3,18.8,415,466,23.2,2.1,0.70,1.76,9.3,3.2,15.4,3.9,1.22,4.6,0.71,4.7,0.94,2.7,0.38,2.7,0.40,2.8,0.12
Villarrica,120306/03A,,,39.42,,this study,54.88,1.23,18.20,10.25,0.17,3.63,7.51,3.23,0.70,0.19,41.22,2.10,102.10,,53.76,1.20,17.83,10.04,0.17,3.56,7.35,3.17,0.69,0.18,,22.4,98.4,2.04,,9.8,,31.2,227,37,25,18,79,88,20.0,20.6,397,420,21.4,2.0,0.67,1.79,8.5,3.2,14.6,3.9,1.20,4.3,0.71,4.3,0.89,2.7,0.39,2.6,0.39,3.1,0.12
Villarrica,120306/03C,,,39.42,,this study,55.34,1.20,16.69,10.03,0.16,3.88,7.93,3.77,0.80,0.21,43.37,-0.02,99.98,,55.35,1.20,16.69,10.03,0.16,3.88,7.93,3.77,0.80,0.21,,23.3,98.2,2.24,,9.9,,31.2,301,27,25,13,95,93,20.0,19.1,416,491,22.0,1.9,0.67,1.80,8.8,3.1,14.4,3.8,1.17,4.2,0.69,4.7,0.93,2.8,0.38,2.5,0.40,2.8,0.13
Villarrica,120307/01A,,,39.42,,this study,55.01,1.23,17.00,10.04,0.16,3.83,7.97,3.67,0.86,0.21,43.03,0.46,100.46,,54.76,1.22,16.92,9.99,0.16,3.82,7.93,3.66,0.86,0.21,,23.7,100.9,2.26,,10.2,,30.4,287,26,25,19,135,90,20.4,21.4,416,464,23.7,2.2,0.73,1.90,9.4,3.3,15.2,4.1,1.23,4.5,0.71,4.6,0.94,2.8,0.41,2.7,0.41,3.0,0.14
Villarrica,120307/05B,,,39.42,,this study,54.09,1.24,17.58,10.56,0.17,4.03,7.99,3.41,0.70,0.23,43.01,0.67,100.67,,53.73,1.23,17.46,10.49,0.17,4.00,7.94,3.39,0.70,0.22,,23.4,97.7,2.08,,9.8,,32.2,297,41,26,20,113,88,20.5,16.2,407,408,22.3,1.9,0.64,1.61,8.8,3.3,15.1,4.2,1.21,4.5,0.72,4.5,0.93,2.8,0.39,2.6,0.39,3.0,0.10
Villarrica,120307/05C,,,39.42,,this study,54.66,1.26,17.04,10.60,0.18,3.89,7.74,3.66,0.75,0.23,42.06,0.73,100.73,,54.26,1.25,16.91,10.52,0.17,3.86,7.68,3.64,0.75,0.23,,24.5,115.1,2.19,,10.2,,31.9,299,20,26,15,119,90,20.5,17.5,400,406,23.2,2.0,0.69,1.72,9.2,3.2,15.4,4.0,1.18,4.4,0.75,4.7,0.94,2.8,0.40,2.9,0.44,3.3,0.12
Villarrica,120307/05D,,,39.42,,this study,54.83,1.29,17.12,10.73,0.18,3.72,7.58,3.56,0.77,0.23,40.69,0.81,100.81,,54.39,1.28,16.98,10.64,0.18,3.69,7.52,3.53,0.77,0.23,,24.0,101.7,2.24,,10.2,,31.4,291,16,25,13,114,86,20.3,17.5,390,415,23.1,2.0,0.68,1.76,9.4,3.3,15.1,4.4,1.39,4.8,0.73,5.0,0.95,2.9,0.39,2.9,0.40,3.3,0.15
Villarrica,120307/05E,,,39.42,,this study,55.37,1.26,17.54,10.25,0.17,3.48,7.34,3.55,0.80,0.25,40.22,1.24,101.24,,54.69,1.24,17.33,10.12,0.17,3.44,7.25,3.51,0.79,0.24,,26.0,109.7,2.34,,11.0,,31.0,264,20,23,18,105,91,20.9,18.0,396,446,24.4,2.2,0.74,1.84,10.0,3.6,16.9,4.3,1.28,4.9,0.77,4.8,1.05,3.1,0.43,2.9,0.40,3.5,0.15
Villarrica,120308/03F,,,39.42,,this study,52.76,1.17,18.71,10.28,0.15,5.07,7.91,3.08,0.65,0.20,49.40,3.07,103.07,,51.19,1.14,18.15,9.98,0.15,4.92,7.68,2.99,0.63,0.19,,21.5,95.0,2.20,,10.2,,33.2,276,105,26,46,82,87,19.3,14.9,360,214,20.5,2.0,0.69,2.05,8.8,3.1,14.4,3.6,1.05,4.4,0.64,4.2,0.87,2.6,0.38,2.6,0.37,2.7,0.12
Villarrica,120308/06B,,,39.42,,this study,54.54,1.30,17.45,10.83,0.17,3.71,7.58,3.43,0.76,0.23,40.43,1.14,101.14,,53.92,1.28,17.26,10.71,0.17,3.67,7.49,3.39,0.75,0.23,,25.3,103.3,2.24,,10.8,,32.3,306,32,25,13,120,89,20.7,17.8,398,234,23.9,2.0,0.70,1.75,9.8,3.4,16.1,4.2,1.28,4.6,0.77,4.8,0.96,3.0,0.43,2.8,0.42,3.0,0.16
Villarrica,120312/01A,,,39.42,,this study,54.70,1.26,16.88,10.59,0.17,3.88,7.83,3.68,0.78,0.23,42.03,0.62,100.62,,54.37,1.26,16.78,10.52,0.17,3.86,7.78,3.66,0.77,0.22,,24.0,102.2,2.21,,10.3,,32.3,300,24,25,17,127,125,20.6,18.5,413,232,23.2,2.0,0.67,1.82,9.2,3.2,15.1,3.8,1.32,4.4,0.66,4.7,0.91,2.7,0.38,2.7,0.42,2.9,0.15
Villarrica,120313/04B,,,39.42,,this study,55.34,1.20,16.85,9.77,0.16,3.80,8.00,3.77,0.89,0.22,43.52,-0.15,99.85,,55.42,1.20,16.88,9.78,0.16,3.81,8.01,3.77,0.89,0.22,,24.2,105.0,2.32,,9.6,,31.0,302,23,25,22,128,89,20.6,22.0,421,440,24.7,2.4,0.76,1.94,10.1,3.4,16.1,4.1,1.19,4.4,0.72,4.6,0.93,2.7,0.40,2.7,0.39,3.2,0.19
Villarrica,120313/04C,,,39.42,,this study,55.01,1.19,17.12,9.79,0.16,4.06,7.99,3.61,0.85,0.22,45.06,0.26,100.26,,54.87,1.19,17.07,9.77,0.16,4.05,7.97,3.60,0.85,0.22,,23.9,105.1,2.26,,10.3,,30.0,286,59,25,25,89,85,20.0,20.3,415,431,22.5,2.1,0.71,1.89,9.3,3.2,15.2,4.1,1.43,4.3,0.70,4.3,0.92,2.7,0.36,2.6,0.39,3.1,0.16
Villarrica,120313/05B,,,39.42,,this study,54.74,1.23,17.10,9.89,0.16,3.79,8.24,3.75,0.88,0.23,43.10,-0.12,99.88,,54.81,1.23,17.12,9.90,0.16,3.79,8.25,3.75,0.88,0.23,,25.2,104.0,2.31,,10.1,,30.0,305,22,25,20,136,187,20.1,20.9,426,422,23.7,2.1,0.76,1.95,9.6,3.5,15.7,4.3,1.26,4.5,0.74,4.6,0.97,2.9,0.42,2.6,0.41,3.1,0.17
Villarrica,120314/01B,,,39.42,,this study,53.42,1.34,18.52,11.12,0.16,3.69,7.45,3.36,0.68,0.25,39.65,1.81,101.81,,52.47,1.32,18.19,10.93,0.16,3.63,7.32,3.30,0.67,0.24,,25.3,110.0,2.34,,11.0,,32.8,294,15,24,17,105,76,21.6,15.6,394,405,23.7,2.1,0.71,1.51,10.0,3.4,16.7,4.2,1.34,4.7,0.79,4.9,1.05,3.2,0.40,2.6,0.42,3.4,0.13
Villarrica,120314/02A,,,39.42,,this study,55.11,1.23,17.19,9.89,0.16,3.87,7.74,3.73,0.84,0.24,43.66,0.47,100.47,,54.85,1.23,17.11,9.85,0.16,3.86,7.70,3.71,0.83,0.24,,23.4,100.7,2.27,,10.7,,30.4,282,30,24,20,86,91,20.3,18.8,415,466,23.2,2.1,0.70,1.76,9.3,3.2,15.4,3.9,1.22,4.6,0.71,4.7,0.94,2.7,0.38,2.7,0.40,2.8,0.12
Villarrica,CLD139A,,,39.42,,this study,53.81,1.22,18.24,9.79,0.15,3.82,8.57,3.40,0.78,0.23,43.55,0.27,100.27,,53.66,1.22,18.19,9.76,0.15,3.81,8.55,3.39,0.77,0.23,,26,112,2.5,,11,,32,309,28.5,26.7,23.5,129.7,98,22,19.9,486,263,25,2.3,0.80,2.09,12,4.0,18,4.7,1.46,5.22,0.83,5.2,1.10,3.16,0.45,3.1,0.45,3.26,0.16
Villarrica,CLD160A,,,39.42,,this study,55.09,1.22,16.87,9.96,0.16,3.80,8.08,3.74,0.86,0.22,43.00,0.17,100.17,,54.99,1.22,16.84,9.94,0.16,3.79,8.07,3.73,0.86,0.22,,24,108,2.4,,10,,31,305,21.8,25.0,15.5,142.8,96,21,21.1,453,264,23,2.2,0.77,2.20,11,3.8,16,4.2,1.36,4.78,0.77,4.9,1.01,2.96,0.41,2.9,0.45,3.23,0.14
Villarrica,CLD160C,,,39.42,,this study,55.39,1.23,16.82,10.28,0.19,3.69,7.66,3.68,0.82,0.23,41.50,0.32,100.32,,55.21,1.23,16.77,10.25,0.19,3.68,7.64,3.67,0.82,0.23,,28,117,2.4,,11,,35,325,12.9,29.1,11.1,138.7,108,23,21.3,470,278,26,2.4,0.84,2.14,11,3.8,16,4.1,1.33,4.82,0.80,4.8,1.02,3.13,0.43,3.0,0.44,3.15,0.13
Villarrica,CLD161A,,,39.42,,this study,55.18,1.21,16.85,9.87,0.16,3.79,8.08,3.78,0.85,0.22,43.18,-0.20,99.80,,55.29,1.22,16.89,9.89,0.16,3.80,8.09,3.79,0.86,0.22,,26,111,2.3,,11,,33,335,19.5,27.6,16.3,140.1,105,22,22.9,476,280,25,2.6,0.85,2.17,10,3.5,16,4.2,1.33,4.51,0.78,4.6,1.00,2.96,0.42,2.8,0.44,3.11,0.14
Villarrica,CLD168E,,,39.42,,this study,54.26,1.31,17.80,10.89,0.18,3.66,7.51,3.40,0.76,0.24,39.91,1.05,101.05,,53.69,1.29,17.62,10.78,0.18,3.62,7.43,3.36,0.76,0.23,,27,115,2.4,,11,,36,339,17.5,28.9,12.9,132.1,100,23,18.9,427,244,26,2.2,0.74,1.92,11,3.9,18,4.5,1.45,5.43,0.84,5.4,1.09,3.22,0.48,3.2,0.48,3.38,0.15
Villarrica,CLD168U,,,39.42,,this study,55.70,1.25,17.52,10.41,0.18,3.34,6.84,3.78,0.75,0.22,38.83,0.93,100.93,,55.19,1.23,17.36,10.32,0.18,3.31,6.78,3.74,0.75,0.22,,26,119,2.5,,12,,34,317,10.6,28.0,6.2,58.8,110,23,18.8,446,267,28,2.4,0.71,1.69,11,3.8,16,4.3,1.34,4.99,0.79,4.8,1.00,3.06,0.46,3.0,0.45,3.43,0.16
Villarrica,CLD182E,,,39.42,,this study,54.47,1.28,17.59,10.63,0.17,3.75,7.73,3.41,0.74,0.23,41.10,0.88,100.88,,53.99,1.27,17.44,10.54,0.17,3.72,7.67,3.38,0.73,0.23,,27,115,2.3,,11,,36,343,18.6,29.0,14.5,134.3,103,23,19.5,450,264,25,2.2,0.76,1.96,10,3.6,17,4.4,1.36,4.77,0.80,5.1,1.04,2.97,0.45,3.0,0.46,3.21,0.14
Villarrica,CLD184C,,,39.42,,this study,54.64,1.26,17.01,10.51,0.18,3.86,7.77,3.76,0.78,0.23,42.07,0.69,100.69,,54.27,1.25,16.89,10.44,0.18,3.83,7.72,3.73,0.78,0.23,,26,112,2.3,,10,,35,331,15.4,30.6,14.2,139.3,107,23,19.9,457,256,25,2.1,0.74,2.00,10,3.7,17,4.6,1.41,4.91,0.83,4.8,1.08,3.04,0.45,3.0,0.44,3.27,0.14
Villarrica,120306/02A,,,39.42,,this study,52.39,1.00,19.11,9.32,0.15,4.74,9.53,3.02,0.56,0.18,50.18,1.17,101.17,,51.79,0.99,18.89,9.21,0.15,4.69,9.42,2.98,0.55,0.18,,19.6,74.0,1.62,,7.5,,32.9,250,80,26,31,99,66,18.6,11.8,426,335,19.0,1.5,0.51,1.11,7.8,2.7,13.0,3.1,1.03,3.8,0.61,3.7,0.77,2.2,0.30,2.2,0.34,2.2,0.09
Villarrica,120306/02B,,,39.42,,this study,52.52,0.97,20.20,8.57,0.14,3.99,9.82,3.06,0.56,0.17,47.94,0.87,100.87,,52.07,0.96,20.02,8.50,0.14,3.96,9.74,3.04,0.56,0.17,,18.5,74.6,1.61,,7.6,,28.8,244,59,24,29,103,69,20.2,13.0,448,341,17.4,1.4,0.49,1.34,7.2,2.5,11.4,3.1,1.03,3.1,0.56,3.5,0.71,2.2,0.29,2.0,0.31,2.3,0.09
Villarrica,CLD159A,,,39.42,,this study,51.84,1.08,17.46,9.89,0.18,6.27,9.37,3.08,0.58,0.24,55.65,2.26,102.26,,50.69,1.05,17.08,9.67,0.18,6.13,9.17,3.01,0.57,0.24,,20,85,1.9,,9,,24,294,171.0,37.2,81.7,120.5,99,21,13.2,499,212,19,1.2,0.51,,,,,,,,,,,,,,,,
Villarrica,CLD160O,,,39.42,,this study,52.81,1.20,18.62,10.53,0.15,4.22,8.72,3.03,0.53,0.19,44.26,1.42,101.42,,52.08,1.18,18.36,10.38,0.14,4.17,8.60,2.99,0.52,0.18,,21,85,2.0,,9,,38,298,101.7,36.6,41.6,155.1,103,22,14.1,502,228,20,1.4,0.46,1.35,8,2.7,14,3.9,1.29,4.05,0.62,4.1,0.85,2.51,0.34,2.3,0.35,2.39,0.11
Villarrica,6R - 2000 Reticulite,,,39.42,,Witter et al 2004 ,52.53,1.23,17.19,9.97,0.16,5.77,9.52,3.22,0.68,0.25,53.38,,100.52,,52.26,1.22,17.10,9.92,0.16,5.74,9.47,3.20,0.68,0.25,,26,93,3.3,,8,,35,267,144,,67,137,82,17,16,460,199,25,2,,,12,,,,,,,,,,,,,,
